Company,Title,Salary,ID,URL
CÔNG TY CỔ PHẦN EWAY,"Back-end Developer (Java, Python)",Thương lượng,915,https://www.jobstreet.vn/vi/job/back-end-developer-java-python-445421?fr=21
Công ty CP Công Nghệ VMODEV Hà Nội,Automation Tester,Thương lượng,914,https://www.jobstreet.vn/vi/job/automation-tester-445216?fr=21
NAM AN MARKET - CÔNG TY TNHH ĐẦU TƯ QUỐC TẾ NAM AN,Kỹ Thuật Online Marketing,"8,000,000 - 12,000,000|VND",912,http://careerbuilder.vn/vi/tim-viec-lam/ky-thuat-online-marketing.35ABE14F.html
Apvera,Senior Python Developer,Không xác định,910,https://itviec.com/it-jobs/senior-python-developer-apvera-4004
Công Ty Cổ Phần Tư Vấn Nhân Lực NIC,Giám Đốc Kỹ Thuật CTO (Chief Technical Officer) – GAME ($ 4.000),Thương lượng,911,https://www.jobstreet.vn/vi/job/giam-doc-ky-thuat-cto-chief-technical-officer-game-4000-444831?fr=21
AOI Systems Viet Nam,"(HCM) Back End Developer (PHP, Python, Java) | Attractive Salary",Thương lượng,909,https://topdev.vn/detail-jobs/hcm-back-end-developer-php-python-java-attractive-salary-4876
Trust Circle Vietnam Company Limited,Back-End Developer,Thương lượng,908,https://www.jobstreet.vn/vi/job/back-end-developer-444453?fr=21
MIRAWAY,"Backend Developers (C/C++, Python, Java)",Không xác định,907,https://itviec.com/it-jobs/backend-developers-c-c-python-java-miraway-4637
"Iconic Co.,Ltd",[JHC0007720] Senior Software Engineer,1.500 - 2.000|USD,904,http://careerbuilder.vn/vi/tim-viec-lam/jhc0007720-senior-software-engineer.35ABDAD9.html
CAR FROM JAPAN,"Back-end NodeJS Developer (Python, PHP)",Không xác định,905,https://itviec.com/it-jobs/back-end-nodejs-developer-car-from-japan-3833
GARENA VIETNAM,"(HCM/HN) Sr. Fullstack Developers ( Javascript, PHP, Python ) | Salary from $1500 to $2000","$1,500 - $2,000",906,https://topdev.vn/detail-jobs/hcmhn-sr-fullstack-developers-javascript-php-python-salary-from-1500-to2000-4837
NTQ Solution,05 Python Developers Up to $1200),Không xác định,903,https://itviec.com/it-jobs/05-python-developers-up-to-1200-ntq-solution-4208
LogiGear,Software Automation Testing Trainee,Thương lượng,902,http://careerbuilder.vn/vi/tim-viec-lam/software-automation-testing-trainee.35ABD8EB.html
SaoBacDau Technologies Corporation,Chuyên Viên Cloud/Openstack (Hệ Thống Linux),"10,000,000 - 30,000,000|VND",901,http://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-cloud-openstack-he-thong-linux.35ABD83C.html
SolarBK,Lập Trình Viên Odoo (OpenERP),"10,000,000 - 20,000,000|VND",900,http://careerbuilder.vn/vi/tim-viec-lam/lap-trinh-vien-odoo-openerp.35ABD6BA.html
AOI Systems Viet Nam,"Back End Developer (PHP, Python, Java)",Không xác định,899,https://itviec.com/it-jobs/back-end-developer-php-python-java-aoi-systems-viet-nam-0511
FOSEC,Python Developer,Không xác định,898,https://itviec.com/it-jobs/python-developer-fosec-2338
FiteGlobal,"Full stack Developer (Python,JavaScript)",Không xác định,894,https://itviec.com/it-jobs/sr-front-end-engineer-javascript-fiteglobal-2624
NTQ Solution,05 Python Developers Up to $1200),Không xác định,896,https://itviec.com/it-jobs/05-python-developers-up-to-1200-ntq-solution-4208?utm_campaign=customhomepage&utm_medium=customhomepage&utm_source=direct
ANF,"Server Dev (Python, JavaScript, PHP)",Không xác định,895,https://itviec.com/it-jobs/server-dev-python-javascript-php-anf-0139
OLLI,(HCM) Machine Learning (Python/C++/Java) | Attractive Salary,Thương lượng,897,https://topdev.vn/detail-jobs/hcm-machine-learning-pythoncjava-attractive-salary-4824
FPT Telecom - Công Ty Cổ Phần Viễn Thông FPT,CÁN BỘ GIÁM SÁT HỆ THỐNG,"7,000,000 - 15,000,000|VND",890,http://careerbuilder.vn/vi/tim-viec-lam/can-bo-giam-sat-he-thong.35ABD08F.html
CÔNG TY TNHH JELLYFISH HR,WEB DEVELOPER,2.500 - 3.000|USD,891,http://careerbuilder.vn/vi/tim-viec-lam/web-developer.35ABCFD0.html
Công ty CP Công Nghệ VMODEV Hà Nội,Automation Tester,Thương lượng,892,https://www.jobstreet.vn/vi/job/automation-tester-442412?fr=21
FPT Telecom - Công Ty Cổ Phần Viễn Thông FPT,CÁN BỘ GIÁM SÁT HỆ THỐNG,"7,000,000 - 15,000,000|VND",890,http://careerbuilder.vn/vi/tim-viec-lam/can-bo-giam-sat-he-thong.35ABD08F.html
Snippet Media,Python Developer,Không xác định,888,https://itviec.com/it-jobs/python-developer-snippet-media-5400
OLLI,SE - Machine Learning (Python/C++/Java),Không xác định,886,https://itviec.com/it-jobs/se-machine-learning-python-c-java-olli-4719
VPĐD Công Ty TNHH Jellyfish HR Tại Thành phố Hồ Chí Minh,Front-End / Full - Stack Developer,Thương lượng,887,https://www.jobstreet.vn/vi/job/front-end-full-stack-developer-440214?fr=21
Framgia,Python Developer (5 Urgernt),Không xác định,885,https://itviec.com/it-jobs/python-developer-5-urgernt-framgia-5155
DigiMed,Full stack developer,Không xác định,884,https://itviec.com/it-jobs/full-stack-developer-digimed-2800
"Iconic Co.,Ltd",[JHC0007719] Software Engineer,800 - 2.000|USD,883,http://careerbuilder.vn/vi/tim-viec-lam/jhc0007719-software-engineer.35ABCA74.html
Livezone Vietnam,"Junior Developer (Python, PHP, Database)",Không xác định,879,https://itviec.com/it-jobs/junior-developer-python-php-database-livezone-vietnam-3111
Cinnamon,"AI developer (Python, PHP, Java)",Không xác định,880,https://itviec.com/it-jobs/ai-developer-cinnamon-3545
FIRST ALLIANCES (Công Ty TNHH TM-DV Đệ Nhất Liên Bang),Data Operations (Night Shift),Thương lượng,881,https://www.jobstreet.vn/vi/job/data-operations-night-shift-440767?fr=21
First Alliances,Senior Manager - Big Data,Thương lượng,876,http://careerbuilder.vn/vi/tim-viec-lam/senior-manager-big-data.35ABC825.html
PowerGate Software,02 Senior Python Developer (Up to $2000),Không xác định,877,https://itviec.com/it-jobs/02-senior-python-developer-up-to-2000-powergate-software-5159
MISFIT,(HCM) Senior Back-end Engineer (Ruby/ Python) | Attractive Salary.,Thương lượng,882,https://topdev.vn/detail-jobs/hcm-senior-back-end-engineer-ruby-python-attractive-salary-4577
Livezone Vietnam,"Senior Developer (Python, PHP, OOP)",Không xác định,878,https://itviec.com/it-jobs/senior-developer-python-php-oop-livezone-vietnam-3020
First Alliances,Data Operations (Night Shift),Thương lượng,869,http://careerbuilder.vn/vi/tim-viec-lam/data-operations-night-shift.35ABC50C.html
First Alliances,Infrastructure Developer/DevOps Engineer,Thương lượng,872,http://careerbuilder.vn/vi/tim-viec-lam/infrastructure-developer-devops-engineer.35ABC4D4.html
IMIP Technology And Solution Consultancy,Senior Python Developer (High Salary),Không xác định,873,https://itviec.com/it-jobs/senior-python-developer-high-salary-imip-technology-and-solution-consultancy-5916
FIRST ALLIANCES (Công Ty TNHH TM-DV Đệ Nhất Liên Bang),Software Engineer (Data Manager),Thương lượng,875,https://www.jobstreet.vn/vi/job/software-engineer-data-manager-440762?fr=21
First Alliances,Web Developer,Thương lượng,871,http://careerbuilder.vn/vi/tim-viec-lam/web-developer.35ABC4E0.html
FIRST ALLIANCES (Công Ty TNHH TM-DV Đệ Nhất Liên Bang),Infrastructure Developer/DevOps Engineer,Thương lượng,874,https://www.jobstreet.vn/vi/job/infrastructure-developerdevops-engineer-440721?fr=21
First Alliances,Software Engineer (Data Manager),Thương lượng,870,http://careerbuilder.vn/vi/tim-viec-lam/software-engineer-data-manager.35ABC504.html
Công ty thực tế ảo Horus,PHP/Python Developer,Không xác định,867,https://itviec.com/it-jobs/php-python-developer-cong-ty-thuc-te-ao-horus-3154
Công Ty Cổ Phần VNG,Software Engineer (BI/Data Warehouse),Thương lượng,868,https://www.jobstreet.vn/vi/job/software-engineer-bidata-warehouse-440259?fr=21
Công Ty Cổ Phần VNG,Product Owner (Zalo) - 17-ZMB-0353,Thương lượng,865,https://www.jobstreet.vn/vi/job/product-owner-zalo-17-zmb-0353-440097?fr=21
FIRST ALLIANCES (Công Ty TNHH TM-DV Đệ Nhất Liên Bang),PYTHON DEVELOPER,Thương lượng,866,https://www.jobstreet.vn/vi/job/python-developer-440435?fr=21
CÔNG TY TNHH JELLYFISH HR,Full Stack Team Leader,1.500 - 2.500|USD,863,http://careerbuilder.vn/vi/tim-viec-lam/full-stack-team-leader.35ABC2E8.html
TIKI CORPORATION,Python Software Engineer,Không xác định,864,https://itviec.com/it-jobs/python-software-engineer-tiki-corporation-3817
DB Methods,"Data Scientist Developer (Python, SQL)",Không xác định,859,https://itviec.com/it-jobs/data-scientist-developer-python-sql-db-methods-5022
CÔNG TY TNHH JELLYFISH HR,"20 DEVELOPERS (JAVA, .NET, PHP, PERL, C+/C++, PYTHON, GO,  RUBY)",500 - 1.000|USD,858,http://careerbuilder.vn/vi/tim-viec-lam/20-developers-java-net-php-perl-c-c-python-go-ruby.35ABC0C4.html
VNPT Software,10 Lập trình viên Python (Upto $1500),Không xác định,860,https://itviec.com/it-jobs/10-lap-trinh-vien-python-upto-1500-vnpt-software-0303
Chotot,Senior Devops Engineer (Python or Go),Không xác định,861,https://itviec.com/it-jobs/senior-devops-engineer-python-or-go-chotot-0320
DB Methods,"Data Scientist Developer (Python, SQL)",Không xác định,859,https://itviec.com/it-jobs/data-scientist-developer-python-sql-db-methods-5022
DB Methods,"Data Scientist Developer (Python, SQL)",Không xác định,856,https://itviec.com/viec-lam-it/data-scientist-developer-python-sql-db-methods-5022
VNPT Software,10 Lập trình viên Python (Upto $1500),Không xác định,857,https://itviec.com/viec-lam-it/10-lap-trinh-vien-python-upto-1500-vnpt-software-0303
SolarBK,Lập Trình Viên Odoo (OpenERP),"10,000,000 - 20,000,000|VND",855,http://careerbuilder.vn/vi/tim-viec-lam/lap-trinh-vien-odoo-openerp.35ABB886.html
TVPLUS,Crawler Data Engineer (Python),Không xác định,854,https://itviec.com/it-jobs/crawler-data-engineer-python-tvplus-2827
AOI Systems Viet Nam,PYTHON LEADER,"15,000,000 - 20,000,000|VND",852,http://careerbuilder.vn/vi/tim-viec-lam/python-leader.35ABB514.html
Công ty TNHH Vistarsoft Toàn Cầu,Lập Trình Viên PHP/python,"1 - 0 - , - 0 - 0 - 0 - , - 0 - 0 - 0 - | - 1 - 2 - , - 0 - 0 - 0 - , - 0 - 0 - 0 -   - V - N - D",853,https://mywork.com.vn/tuyen-dung/viec-lam/996846/lap-trinh-vien-phppython.html
Công ty TNHH Shopee,Product Technical Team Lead,Thương lượng,850,http://careerbuilder.vn/vi/tim-viec-lam/product-technical-team-lead.35ABB537.html
Seldat Inc,"Techincal Manager ( Up to Usd 2,500)",1.400 - 2.500|USD,849,http://careerbuilder.vn/vi/tim-viec-lam/techincal-manager-up-to-usd-2-500.35ABB5E1.html
Công Ty Cổ Phần VCCORP,"Tuyển Không Giới Hạn Lập Trình Viên Các Ngôn Ngữ .Net, Nodejs, Python","5,000,000 - 20,000,000|VND",851,http://careerbuilder.vn/vi/tim-viec-lam/tuyen-khong-gioi-han-lap-trinh-vien-cac-ngon-ngu-net-nodejs-python.35ABB58E.html
Giao Hàng Nhanh (GHN),Sr. Back-end Developer (Go/Python/Java),Không xác định,848,https://itviec.com/it-jobs/sr-back-end-developer-go-python-java-giao-hang-nhanh-ghn-3735
Hanel Software Solutions,Python Developer - Up to 1500$,Không xác định,847,https://itviec.com/it-jobs/python-developer-up-to-1500-hanel-software-solutions-4233
40HRS HR Consulting (Công ty TNHH 40 Giờ),Principal Software Engineer (Senior Engineering Manager),Thương lượng,845,https://www.jobstreet.vn/vi/job/principal-software-engineer-senior-engineering-manager-428784?fr=21
VNG Corporation,Associate Data Engineer (ETL) - 17-IFRS-0377,Thương lượng,846,https://www.jobstreet.vn/vi/job/associate-data-engineer-etl-17-ifrs-0377-437639?fr=21
Miss Moneypenny Technologies,"Back End Engineer (Go, Python)",Không xác định,843,https://itviec.com/it-jobs/back-end-engineer-go-python-miss-moneypenny-technologies-2107
MISFIT,(Sr.) Back-end Engineer (Ruby/ Python),Không xác định,844,https://itviec.com/it-jobs/sr-back-end-engineer-ruby-python-misfit-4740
Hanel Software Solutions,Python Developer,Không xác định,839,https://itviec.com/it-jobs/python-developer-hanel-software-solutions-1951
Flix Viet JSC,(HCM) Full Stack Engineers (Python) | Attractive Salary,Thương lượng,842,https://topdev.vn/detail-jobs/hcm-full-stack-engineers-python-attractive-salary-4053
CÔNG TY TRÁCH NHIỆM HỮU HẠN ADASIA VIỆT NAM,Al Machine Learning Engineer,Thương lượng,840,https://www.jobstreet.vn/vi/job/al-machine-learning-engineer-426888?fr=21
VĂN PHÒNG ĐẠI DIỆN CÔNG TY CỔ PHẦN PHÁT TRIỂN CÔNG NGHỆ VIỄN THÔNG TIN HỌC SUN VIỆT,DevOPS,Thương lượng,841,https://www.jobstreet.vn/vi/job/devops-437053?fr=21
DCT Technology Solutions,ERP Developer (Python),Không xác định,837,https://itviec.com/it-jobs/erp-developer-dct-technology-solutions-1147
CÔNG TY TNHH CÔNG NGHỆ LONG TÂM,Lập trình NODEJS,600 - 1.000|USD,836,http://careerbuilder.vn/vi/tim-viec-lam/lap-trinh-nodejs.35ABAC96.html
GARENA VIETNAM,10 Sr. Back-end Developer (PHP/Python),Không xác định,838,https://itviec.com/it-jobs/10-sr-back-end-developer-php-python-garena-vietnam-4436
SaoBacDau Technologies Corporation,Chuyên Viên Cloud/Openstack (Hệ Thống Linux),"10,000,000 - 20,000,000|VND",833,http://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-cloud-openstack-he-thong-linux.35ABAC86.html
Công Ty TNHH Defide,[~1500USD Net] Back - End Developer,450 - 1.500|USD,835,http://careerbuilder.vn/vi/tim-viec-lam/1500usd-net-back-end-developer.35AB6416.html
SaoBacDau Technologies Corporation,SYSTEM ADMIN (LINUX),"10,000,000 - 20,000,000|VND",834,http://careerbuilder.vn/vi/tim-viec-lam/system-admin-linux.35ABAC60.html
Công Ty TNHH Defide,AI / Deep Learning Engineer Or Data Scientist,450 - 1.500|USD,830,http://careerbuilder.vn/vi/tim-viec-lam/ai-deep-learning-engineer-or-data-scientist.35AB60A6.html
SolarBK,Lập Trình Viên Odoo (OpenERP),"10,000,000 - 20,000,000|VND",832,http://careerbuilder.vn/vi/tim-viec-lam/lap-trinh-vien-odoo-openerp.35ABA9DC.html
Công Ty TNHH Defide,AI / Deep Learning Engineer Or Data Scientist,450 - 1.500|USD,830,http://careerbuilder.vn/vi/tim-viec-lam/ai-deep-learning-engineer-or-data-scientist.35AB60A6.html
Công ty TNHH It's A Beautiful Way,Back-end Developer,Thương lượng,829,https://www.jobstreet.vn/vi/job/back-end-developer-435760?fr=21
FPT Telecom - Công Ty Cổ Phần Viễn Thông FPT,DEVELOPER - DEVOPS,"10,000,000 - 18,000,000|VND",794,http://careerbuilder.vn/vi/tim-viec-lam/developer-devops.35ABA7F8.html
KIU LLC,Python Developer - Up to 4000$,Không xác định,795,https://itviec.com/it-jobs/python-developer-up-to-4000-kiu-llc-4313
Công ty CP Công Nghệ VMODEV Hà Nội,Automation Tester,Thương lượng,799,https://www.jobstreet.vn/vi/job/automation-tester-434400?fr=21
Công Ty TNHH H2 Technology,Back-End Web Developer (Lập trình Web Back-End),Thương lượng,801,https://www.jobstreet.vn/vi/job/back-end-web-developer-lap-trinh-web-back-end-internship-416279?fr=21
Chi Nhánh Tại Thành Phố Hồ Chí Minh - Công Ty TNHH Reeracoen Việt Nam,Python Programmer ID10612PA,Thương lượng,810,https://www.jobstreet.vn/vi/job/python-programmer-id10612pa-425726?fr=21
VNDIRECT,"(HN) Data Engineer (Python, Java, SQL) | Salary up to $2000","Up to $2,000",824,https://topdev.vn/detail-jobs/hn-data-engineer-python-java-sql-salary-up-to2000-3513
Goodia Việt Nam,(HCM) Back-End Engineer (PHP/Python/MySQL) | Atractive Salary,Thương lượng,825,https://topdev.vn/detail-jobs/hcm-back-end-engineer-phppythonmysql-atractive-salary-3697
OLLI,(HCM) | Web Developer (PHP/ Python/ JavaScript) | Attractive Salary,Thương lượng,827,https://topdev.vn/detail-jobs/hcm-web-developer-php-python-javascript-attractive-salary-2543
Giao Hàng Nhanh (GHN),(HCM) Tech Lead (Nodejs/PHP/Python/Java) | Attractive Salary,Thương lượng,826,https://topdev.vn/detail-jobs/hcm-tech-lead-nodejsphppythonjava-attractive-salary-3703
Not A Square,(HCM) Full-stack software engineer (Python/Web) | Attractive Salary,Thương lượng,821,https://topdev.vn/detail-jobs/hcm-full-stack-software-engineer-pythonweb-attractive-salary-2919
Dotmark Connect,"(HCM) Full-stack Engineering (Python, HTML5, CSS) | Attractive Salary",Thương lượng,822,https://topdev.vn/detail-jobs/hcm-full-stack-engineering-python-html5-css-attractive-salary-2922
SVTech,"(HN) 3 Software Developer (Python, Linux, HTML) | Attractive Salary",Thương lượng,823,https://topdev.vn/detail-jobs/hn-3-software-developer-python-linux-html-attractive-salary-3331
GotIt!,"(HN) Backend Engineers (Python, NodeJs) | Attractive Salary",Thương lượng,817,https://topdev.vn/detail-jobs/hn-backend-engineers-python-nodejs-attractive-salary-2718
CO-WELL ASIA,"(HN) AWS Developer (Python, Ruby on Rails, NodeJS) | Attractive Salary",Thương lượng,818,https://topdev.vn/detail-jobs/hn-aws-developer-python-ruby-on-rails-nodejs-attractive-salary-2719
Goodia Việt Nam,(HCM) Back-End Engineer (PHP/Python/MySQL) | Atractive Salary,Thương lượng,825,https://topdev.vn/detail-jobs/hcm-back-end-engineer-phppythonmysql-atractive-salary-3697
GLOCO SINGAPORE PTE. LTD,[HN] Back-end Developer - Python (Tech lead & Senior Developer) | Salary up to $2000,"Up to $2,000",812,https://topdev.vn/detail-jobs/hn-back-end-developer-python-tech-lead-senior-developer-salary-up-to2000-3407
Công Ty TNHH Một Thành Viên Dịch Vụ Thiên Quang,[HCM] Back-end Developer (Java/Python) | Salary from $500 to $1000,"$500 - $1,000",813,https://topdev.vn/detail-jobs/hcm-back-end-developer-javapython-salary-from-500-to1000-3451
Robert Bosch Engineering And Business Solutions,(HCM) | Senior Software Engineer (Java/C/Python) | Attractive Salary,Thương lượng,816,https://topdev.vn/detail-jobs/hcm-senior-software-engineer-javacpython-attractive-salary-2633
Yeah1 Network,"(HCM) Full Stack Developer (Python, Ruby on Rails) | Attractive Salary",Thương lượng,811,https://topdev.vn/detail-jobs/hcm-full-stack-developer-python-ruby-on-rails-attractive-salary-3076
Yomedia - Công Ty Cổ Phần New Pine Multimedia Technologies,SYSTEM ENGINEER,Thương lượng,802,https://www.jobstreet.vn/vi/job/system-engineer-421868?fr=21
VĂN PHÒNG ĐẠI DIỆN CÔNG TY CỔ PHẦN PHÁT TRIỂN CÔNG NGHỆ VIỄN THÔNG TIN HỌC SUN VIỆT,Software Developer,Thương lượng,803,https://www.jobstreet.vn/vi/job/software-developer-427920?fr=21
40HRS HR Consulting (Công ty TNHH 40 Giờ),"Web developer (Python, Django)",Thương lượng,805,https://www.jobstreet.vn/vi/job/web-developer-python-django-416987?fr=21
Not A Square,(HCM) Full-stack software engineer (Python/Web) | Attractive Salary,Thương lượng,821,https://topdev.vn/detail-jobs/hcm-full-stack-software-engineer-pythonweb-attractive-salary-2919
Dotmark Connect,"(HCM) Full-stack Engineering (Python, HTML5, CSS) | Attractive Salary",Thương lượng,822,https://topdev.vn/detail-jobs/hcm-full-stack-engineering-python-html5-css-attractive-salary-2922
Công ty CP Công Nghệ VMODEV Hà Nội,Automation Tester,Thương lượng,799,https://www.jobstreet.vn/vi/job/automation-tester-434400?fr=21
Công Ty TNHH H2 Technology,Back-End Web Developer (Lập trình Web Back-End),Thương lượng,801,https://www.jobstreet.vn/vi/job/back-end-web-developer-lap-trinh-web-back-end-internship-416279?fr=21
